drug_1_name,drug_2_name,smiles_1,smiles_2,interaction_label
"2',5'-dideoxyadenosine",entospletinib,O[C@H]1C[C@@H](O[C@@H]1C)n1cnc2c1ncnc2N,O1CCN(CC1)c1ccc(cc1)Nc1nc(cn2c1ncc2)c1ccc2c(c1)[nH]nc2,0
compound 5B [PMID: 25349648],GSK3008348,OC(=O)[C@@H]1CC[C@H](CC1)OC1CCN(CC1)c1ccc(cn1)c1nc2c([nH]1)ccc(c2)C(F)(F)F,CC=1C=C(C)N(N1)C2=CC=CC([C@H](CC(O)=O)CN3C[C@@H](CC3)CCC=4C=CC5=C(N4)NCCC5)=C2,1
AC430,galanin(1-11),Fc1ccc(cc1)[C@H](c1nc(Nc2n[nH]c(c2)C)c2c(n1)cccc2)O,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CN)[C@@H](C)O)C(=O)O,0
RKI-1447,alimemazine,O=C(Nc1scc(n1)c1ccncc1)NCc1cccc(c1)O,CN(CC(CN1c2ccccc2Sc2c1cccc2)C)C,0
pegcantratinib,3-methylhexanal,COCCOCCN1C(=O)OC2(C1=O)CC1OC2(C)n2c3ccccc3c3c2c2n1c1ccccc1c2c1c3CNC1=O,CCCC(C)CC=O,1
A(4-24)(F23A)H2,amuvatinib,NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CS)C)CCCN=C(N)N)C)CC(C)C)CO)CCCN=C(N)N)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CO)N)C)CC(C)C)C)CC(=O)N)CCCCN)CS)CS)Cc1nc[nH]c1)CS,S=C(N1CCN(CC1)c1ncnc2c1oc1c2cccc1)NCc1ccc2c(c1)OCO2,0
13-<i>cis</i>-retinal,"L-trans-2,4-pyrolidine dicarboxylate",O=C/C=C(\C=C\C=C(\C=C\C1=C(C)CCCC1(C)C)/C)/C,[O-]C(=O)[C@H]1[NH2+]C[C@@H](C1)C(=O)[O-],0
oseltamivir,PXS-4728A,CCOC(=O)C1=C[C@H]([C@@H]([C@H](C1)N)NC(=O)C)OC(CC)CC,NC/C(=C\F)/COc1ccc(cc1)C(=O)NC(C)(C)C,1
laropiprant,pelitinib,OC(=O)C[C@H]1CCc2c1n(Cc1ccc(cc1)Cl)c1c2cc(cc1S(=O)(=O)C)F,CCOc1cc2ncc(c(c2cc1NC(=O)/C=C/CN(C)C)Nc1ccc(c(c1)Cl)F)C#N,0
bamocaftor,compound 12 [PMID: 26238322],C[C@@H]1CN(C(C1)(C)C)c1nc(ccc1C(=O)NS(=O)(=O)c1ccccc1)n1ccc(n1)OCCC1(CC1)C(F)(F)F,FC1=CC=C2C(=CNC2=C1)C3CCN(CC3)CCCN4CC5=CC=CC=C5CC4,0
(+)-sulpiride,brimarafenib,CCN1CCC[C@@H]1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,O=C1CCC=2C(=CC=NC2N1)OC=3C=CC4=C([C@@H]5[C@H](O4)[C@H]5NC(=O)NC6=C(C=C(C(=C6)F)F)F)C3,0
avatrombopag,PSB-17365,OC(=O)C1CCN(CC1)c1ncc(cc1Cl)C(=O)Nc1sc(c(n1)c1scc(c1)Cl)N1CCN(CC1)C1CCCCC1,Brc1ccc(cc1)CCNc1cc(=O)[nH]c(=O)[nH]1,0
avacopan,CITCO,O=C([C@H]1CCCN([C@H]1c1ccc(cc1)NC1CCCC1)C(=O)c1c(C)cccc1F)Nc1ccc(c(c1)C(F)(F)F)C,Clc1ccc(cc1)c1nc2n(c1/C=N/OCc1ccc(c(c1)Cl)Cl)ccs2,0
travoprost,CCG-63808,CC(OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@H]([C@@H]1/C=C/[C@H](COc1cccc(c1)C(F)(F)F)O)O)C,N#C/C(=C\c1c(Oc2ccc(cc2)F)nc2n(c1=O)cccc2C)/c1nc2c(s1)cccc2,0
compound 5b [PMID: 29457898],compound 29b [PMID: 20809633],C/C(=C\COP(=O)(N[C@H](C(=O)OCc1ccccc1)C)Oc1ccccc1)/CO[Si](C(C)(C)C)(C)C,C#Cc1cc(F)cc(c1)N1CCCc2c(C1)nc(o2)c1ccccn1,0
kaempferol,(-)-tertatolol,Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O)O,O[C@@H](COc1cccc2c1SCCC2)CNC(C)(C)C,1
balinatunfib,15S-HETE,CN1[C@@H]2C[C@H](C3=C(C1=O)C=CC=C3OC(F)F)N4C2=NC5=C4C=C(C=C5)C6=CN=C(N=C6)C7(CCC7)N,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)O,0
LY3009120,pradigastat,CNc1ncc2c(n1)nc(c(c2)c1cc(NC(=O)NCCC(C)(C)C)c(cc1C)F)C,OC(=O)C[C@@H]1CC[C@H](CC1)c1ccc(cc1)c1ccc(cn1)Nc1ccc(nc1)C(F)(F)F,0
TXA6101,GDC-0879,C1=CC(=CC=C1C2=C(OC(=N2)COC3=C(C(=C(C=C3)F)C(=O)N)F)Br)C(F)(F)F,OCCn1cc(c(n1)c1ccncc1)c1ccc2c(c1)CC/C/2=N\O,0
A-317567,ixabepilone,NC(=N)c1ccc2c(c1)ccc(c2)C1CC1c1ccc2c(c1)C(C(C)C)N(CC2)C,O=C1N[C@@H](C[C@@H]2O[C@]2(C)CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](C1)O)(C)C)C)O)C)/C(=C/c1csc(n1)C)/C,1
RP67580,picrotin,COc1ccccc1CC(=N)N1C[C@H]2[C@@H](C1)C(CCC2=O)(c1ccccc1)c1ccccc1,O=C1O[C@@H]2[C@H]([C@H]1[C@]1(O)C[C@@H]3[C@]4([C@@]1([C@@H]2OC4=O)C)O3)C(O)(C)C,1
KIN-8741,PLX5622,FC1=CC(NC(C2=C(OC)C=CN=C2)=O)=CC(F)=C1OC3=CC=NC4=CC(OC)=C(O[C@@H](C)CO)C=C43,CC1=CC2=C(NC=C2CC3=C(N=C(C=C3)NCC4=C(N=CC(=C4)F)OC)F)N=C1,0
[<sup>3</sup>H]digoxin,dasatinib,O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)[C@H](O)C[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,OCCN1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl,0
methacholine,vicadrostat,CC(C[N+](C)(C)C)OC(=O)C,C[C@@]1(CC2=C(C(=O)O1)N(C=N2)C3=CC(=C(C=C3)C#N)Cl)CO,1
quisqualate,moiramide B,OC(=O)[C@H](Cn1oc(=O)[nH]c1=O)N,C/C=C/C=C/C(=O)N[C@@H](CC(=O)N[C@@H](C(C)C)C(=O)[C@H]1[C@@H](C(=O)NC1=O)C)C2=CC=CC=C2,0
galidesivir,pebezertinib,c1c(c2c([nH]1)c(ncn2)N)[C@H]1[C@@H]([C@@H]([C@H](N1)CO)O)O,CN1C=C(NC2=NC=C(C(NC3=C(F)C=CC(NC(=O)C=C)=C3)=N2)C4=CC=C(C=C4)C(F)(F)F)C=N1,0
dendrophenol,ropinirole,COC1=CC(=CC(=C1O)OC)CCC2=CC(=C(C=C2)O)OC,CCCN(CCC)CCc1cccc2c1CC(=N2)O,0
BML-281,bombesin,ONC(=O)CCCCCCNC(=O)c1noc(c1)c1ccc(cc1)NC(=O)OC(C)(C)C,CSCC[C@@H](C(=O)N)NC(=O)[C@@H](NC(=O)[C@H](Cc1nc[nH]c1)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCC(=O)N1)CCC(=O)N)CCCNC(=N)N)CC(C)C)CC(=O)N)CCC(=O)N)C)CC(C)C,1
AZD4625,CITCO,C[C@@H]1CN2c3c4c(c(c(c(c4OCC[C@H]2CN1C(=O)C=C)Cl)c1c(cccc1F)O)F)ncn3,Clc1ccc(cc1)c1nc2n(c1/C=N/OCc1ccc(c(c1)Cl)Cl)ccs2,0
"[<sup>3</sup>H]neurotensin (human, mouse, rat)",dihydrocarveol,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CC(C)C)C(=O)O,CC(=C)C1CCC(C(C1)O)C,1
tolcapone,GSK0660,Cc1ccc(cc1)C(=O)c1cc(O)c(c(c1)[N+](=O)[O-])O,COC(=O)c1sccc1S(=O)(=O)Nc1ccc(cc1OC)Nc1ccccc1,1
ONO-2333MS,DPCPX,CCC(Nc1c2CCCc2nc2n1nc(c2c1ccc(cc1Cl)OC)C)CC,CCCn1c2nc([nH]c2c(=O)n(c1=O)CCC)C1CCCC1,1
CFT7455,SLF80821178,O=c1n([C@H]2CCC(=O)NC2=O)c2ccc(Cc3ccc(CN4CCOCC4)cc3)c3cccc1c23,O=C(N1CCNCC1)NC2=CC=C(CCCCCCCCCC)C=C2,0
dopamine,BMS-387032,NCCc1ccc(c(c1)O)O,O=C(C1CCNCC1)Nc1ncc(s1)SCc1ncc(o1)C(C)(C)C,0
OG-L002,ceftobiprole,N[C@H]1C[C@@H]1c1ccc(cc1)c1cccc(c1)O,O/N=C(/c1nsc(n1)N)\C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)/C=C/1\CCN(C1=O)[C@H]1CNCC1,0
CHMFL-KIT-8140,inamrinone,CCC(=O)NCC1CCN(CC1)c1ccc(cc1C(F)(F)F)NC(=O)Nc1cccc(c1)Oc1cnc2c(c1)cc(c(c2)OC)OC,Oc1ncc(cc1N)c1ccncc1,0
apelin-36,3-phenacyl-UDP,CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(=O)n(c1=O)CC(=O)c1ccccc1)COP(=O)(OP(=O)(O)O)O,0
GPI-1046,BBO-10203,CCC(C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1)(C)C,O=C(C=C)N1[C@H](C)C2=CC(C3=C(C4=C(F)C=C(F)C=C4OCCOC)C=5SC=CC5C(C6=CC=C7N(C)N=CC7=C6)=N3)=NN2CC1,0
A947,ceftobiprole,Cc1c(scn1)c1ccc(cc1)[C@H](C)NC(=O)[C@@H]1C[C@H](CN1C(=O)[C@@H](c1cc(no1)N1CCC(CC1)CN1CCC(CC1)OC1CC(C1)Oc1nccc(c1)N1C2CCC1CN(C2)c1cc(nnc1N)c1ccccc1O)C(C)C)O,O/N=C(/c1nsc(n1)N)\C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)/C=C/1\CCN(C1=O)[C@H]1CNCC1,0
cytochalasin B,branebrutinib,C[C@@H]1CCC[C@@H](O)/C=C/C(=O)O[C@@]23[C@@H](/C=C/C1)[C@H](O)C(=C)[C@H]([C@H]3[C@@H](NC2=O)Cc1ccccc1)C,CC#CC(=O)N[C@H]1CCCN(C1)c1c(F)cc(c2c1c(C)c([nH]2)C)C(=O)N,0
(-)-baclofen,BMS-986166,NC[C@@H](c1ccc(cc1)Cl)CC(=O)O,OC[C@@]1(N)CC[C@@H](C1)c1ccc2c(c1)CC[C@H](C2)CCc1ccccc1OC,0
TXA6101,lidorestat,C1=CC(=CC=C1C2=C(OC(=N2)COC3=C(C(=C(C=C3)F)C(=O)N)F)Br)C(F)(F)F,OC(=O)Cn1cc(c2c1cccc2)Cc1sc2c(n1)c(F)c(cc2F)F,0
NS 2028,[<sup>125</sup>I]apelin-13,Brc1ccc2c(c1)n1c(CO2)noc1=O,CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0
(+)-sulpiride,indirubin-3'-monoxime,CCN1CCC[C@@H]1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,ONc1c([nH]c2c1cccc2)C1=c2ccccc2=NC1=O,1
pertechnetate,edoxaban,[O-][Tc](=O)(=O)=O,CN1CCc2c(C1)sc(n2)C(=O)N[C@@H]1C[C@H](CC[C@@H]1NC(=O)C(=O)Nc1ccc(cn1)Cl)C(=O)N(C)C,0
CCK-4,brimarafenib,CSCCC(C(=O)NC(C(=O)NC(C(=O)N)Cc1ccccc1)CC(=O)O)NC(=O)C(Cc1c[nH]c2c1cccc2)N,O=C1CCC=2C(=CC=NC2N1)OC=3C=CC4=C([C@@H]5[C@H](O4)[C@H]5NC(=O)NC6=C(C=C(C(=C6)F)F)F)C3,0
[<sup>3</sup>H]XAC,ionomycin,CCCn1c2nc([nH]c2c(=O)n(c1=O)CCC)c1ccc(cc1)OCC(=O)NCCN,C[C@H](CCC(=O)O)C[C@H](C)C[C@H](C)C(=O)/C=C(/[C@H](C)C[C@H](C)C/C=C/[C@@H](C)[C@H]([C@@H](C)[C@H](C[C@@H]1CC[C@@](O1)(C)[C@H]2CC[C@@](O2)(C)[C@@H](C)O)O)O)\O,0
spironolactone,"L-366,682",CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]2[C@@H]1[C@@H]1CC[C@]3([C@]1(CC2)C)CCC(=O)O3)C,C=C[C@@H]([C@@H](C(=O)N1CCCC[C@]1(C=O)C(=O)N1CCCCC1)NC(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1cnc[nH]1)N)C,1
piperaquine,temafloxacin,Clc1ccc2c(c1)nccc2N1CCN(CC1)CCCN1CCN(CC1)c1ccnc2c1ccc(c2)Cl,CC1NCCN(C1)c1cc2n(cc(c(=O)c2cc1F)C(=O)O)c1ccc(cc1F)F,0
IC261,ARD-69,COc1cc(OC)cc(c1C=C1C(=O)Nc2c1cccc2)OC,N#Cc1ccc(cc1Cl)O[C@@H]1C(C)(C)[C@H](C1(C)C)NC(=O)c1ccc(cc1)C#CC1CCN(CC1)C1CCN(CC1)C(=O)C[C@@H](c1ccc(cc1)c1scnc1C)NC(=O)[C@@H]1C[C@H](CN1C(=O)[C@H](C(C)(C)C)NC(=O)C1(F)CC1)O,0
AL-37350A,velpatasvir,C[C@@H](Cc1c[nH]c2c1c1CCCOc1cc2)N,COC[C@H]1C[C@H](N(C1)C(=O)[C@@H](c1ccccc1)NC(=O)OC)c1ncc([nH]1)c1ccc2c(c1)COc1c2cc2ccc3c(c2c1)nc([nH]3)[C@@H]1CC[C@@H](N1C(=O)[C@H](C(C)C)NC(=O)OC)C,0
ALRT 1550,[<sup>3</sup>H]zolpidem,C/C(=C\C=C\C(=C\C(=O)O)\C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,Cc1ccc(cc1)c1nc2n(c1CC(=O)N(C)C)cc(cc2)C,0
RP67580,SLC-0111,COc1ccccc1CC(=N)N1C[C@H]2[C@@H](C1)C(CCC2=O)(c1ccccc1)c1ccccc1,O=C(Nc1ccc(cc1)F)Nc1ccc(cc1)S(=O)(=O)N,1
5-methyl nicotinic acid,E339-3D6,Cc1cc(cnc1)C(=O)O,[O-]C(=O)C(F)(F)F.[O-]C(=O)C(F)(F)F.[O-]C(=O)C(F)(F)F.CCN(c1ccc2c(c1)oc1c(c2c2ccc(cc2S(=O)(=O)O)S(=O)(=O)NCCCCCCCCCCCCNC(=O)NCCCCC(C(=O)NC(C(=O)NC2CC[NH+](CC2)C)Cc2cn(c[n+]2C)Cc2ccccc2)NC(=O)CC2=CSC(=N)[NH+]2C)ccc(=[N+](CC)CC)c1)CC,1
CCT245737,E339-3D6,N#Cc1cnc(cn1)Nc1ncc(c(c1)NC[C@H]1CNCCO1)C(F)(F)F,[O-]C(=O)C(F)(F)F.[O-]C(=O)C(F)(F)F.[O-]C(=O)C(F)(F)F.CCN(c1ccc2c(c1)oc1c(c2c2ccc(cc2S(=O)(=O)O)S(=O)(=O)NCCCCCCCCCCCCNC(=O)NCCCCC(C(=O)NC(C(=O)NC2CC[NH+](CC2)C)Cc2cn(c[n+]2C)Cc2ccccc2)NC(=O)CC2=CSC(=N)[NH+]2C)ccc(=[N+](CC)CC)c1)CC,1
eucalyptol,SJB2-043,CC12CCC(CC1)C(O2)(C)C,c1ccc(cc1)c1nc2c(o1)C(=O)c1ccccc1C2=O,0
ezutromid,vicadrostat,CCS(=O)(=O)c1ccc2c(c1)nc(o2)c1ccc2c(c1)cccc2,C[C@@]1(CC2=C(C(=O)O1)N(C=N2)C3=CC(=C(C=C3)C#N)Cl)CO,1
inositol 3-phosphate,compound 104 [WO2023245166],O[C@@H]1[C@H](OP(=O)(O)O)[C@@H](O)[C@@H]([C@H]([C@@H]1O)O)O,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3=CC4=C(C=CC(=C4)Cl)NC3=O)C#N)C,1
reproxalap,SLF80821178,Clc1ccc2c(c1)cc(c(n2)C(O)(C)C)N,O=C(N1CCNCC1)NC2=CC=C(CCCCCCCCCC)C=C2,1
GPI-1046,edoxaban,CCC(C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1)(C)C,CN1CCc2c(C1)sc(n2)C(=O)N[C@@H]1C[C@H](CC[C@@H]1NC(=O)C(=O)Nc1ccc(cn1)Cl)C(=O)N(C)C,0
deucrictibant,Org 12962,[2H][C@](C)(C1=C(C(=CC(=C1)F)Cl)COC=2C=CC=C3C(=CC(=NC23)C)C4=NC=NN4C)NC(COC(F)F)=O,FC(c1ccc(nc1Cl)N1CCNCC1)(F)F,0
sitaxsentan,sphingosine 1-phosphate,O=C(c1sccc1S(=O)(=O)Nc1onc(c1Cl)C)Cc1cc2OCOc2cc1C,CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)(O)O)N)O,0
Org 12962,anisindione,FC(c1ccc(nc1Cl)N1CCNCC1)(F)F,COc1ccc(cc1)C1C(=O)c2c(C1=O)cccc2,0
AZD5672,walrycin B,CCN(C(=O)Cc1ccc(cc1)S(=O)(=O)C)C1CCN(CC1)CC[C@@H](c1cc(F)cc(c1)F)C1CCN(CC1)S(=O)(=O)C,Cn1nc(nc2c1nc(=O)n(c2=O)C)c1ccc(cc1)C(F)(F)F,0
ceforanide,SLB1122168,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)Cc1ccccc1CN)C(=O)O)CSc1nnnn1CC(=O)O,CCCCCCCCCCC1=CC=C2N=C(NC[C@@H]3CNCC3)OC2=C1,0
levosalbutamol,reproxalap,OCc1cc(ccc1O)[C@H](CNC(C)(C)C)O,Clc1ccc2c(c1)cc(c(n2)C(O)(C)C)N,1
MRS2159,viloxazine,O=Cc1c(COP(=O)(O)O)c(N=Nc2ccc(cc2)C(=O)O)nc(c1O)C,CCOc1ccccc1OCC1CNCCO1,0
compound 17 [PMID: 29741897],edoxaban,OCC(=O)[C@@]12CN(C[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@]2([C@H]1C[C@@H](C1=CC(=O)C=C[C@]21C)F)F)Cc1cccc(c1)Cl,CN1CCc2c(C1)sc(n2)C(=O)N[C@@H]1C[C@H](CC[C@@H]1NC(=O)C(=O)Nc1ccc(cn1)Cl)C(=O)N(C)C,0
compound 12 [PMID: 27448772],calphostin C,CN1CCN(CC1)C(=O)c1cccc(c1OC(C)C)NC(=O)c1csc2c1nc[nH]c2=O,COC1=CC(=O)c2c3c1c1C(=CC(=O)c4c1c(c3c(c(c2O)OC)C[C@H](OC(=O)Oc1ccc(cc1)O)C)c(C[C@H](OC(=O)c1ccccc1)C)c(c4O)OC)OC,0
L-cysteine sulphinic acid,oleuropein,OS(=O)C[C@@H](C(=O)O)N,OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@H](/C/2=C\C)CC(=O)OCCc2ccc(c(c2)O)O)C(=O)OC)[C@@H]([C@H]([C@@H]1O)O)O,0
APR19,bepafant,F[C@H]1CC[C@]2(C(=CCC3C2CC[C@]2(C3CC[C@H]([C@@H]2F)C)C)C1)C,O=C(C1Cc2c(C1)c1c(s2)n2c(C)nnc2CN=C1c1ccccc1Cl)N1CCOCC1,0
selfotel,omadacycline,OC(=O)[C@H]1NCC[C@H](C1)CP(=O)(O)O,CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1C[C@@H]1Cc3c(cc(c(c3C(=C1C2=O)O)O)CNCC(C)(C)C)N(C)C)O)O)C(=O)N)C,1
naloxone benzoylhydrazone,levosalbutamol,C=CCN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2/C(=N/NC(=O)c2ccccc2)/CC4)c(cc1)O)O,OCc1cc(ccc1O)[C@H](CNC(C)(C)C)O,0
TCLPA5,velpatasvir,COc1cccc(c1)n1nc(cc1c1ccc(c(c1)Cl)C1CCCCC1)C(=O)O,COC[C@H]1C[C@H](N(C1)C(=O)[C@@H](c1ccccc1)NC(=O)OC)c1ncc([nH]1)c1ccc2c(c1)COc1c2cc2ccc3c(c2c1)nc([nH]3)[C@@H]1CC[C@@H](N1C(=O)[C@H](C(C)C)NC(=O)OC)C,1
glycyl-[<sup>13</sup>C<sub>3</sub>]-sarcosine,SLC-0111,[13C]N([13C][13C](O)=O)C(=O)CN,O=C(Nc1ccc(cc1)F)Nc1ccc(cc1)S(=O)(=O)N,0
sibutramine,deulorlatinib,CC(CC(C1(CCC1)c1ccc(cc1)Cl)N(C)C)C,NC1=C2O[C@@H](C3=C(C(N(CC=4C(C(C=N1)=C2)=C(N(N4)C([2H])([2H])[2H])C#N)C)=O)C=CC(=C3)F)C,0
felbamate,A-317567,NC(=O)OCC(c1ccccc1)COC(=O)N,NC(=N)c1ccc2c(c1)ccc(c2)C1CC1c1ccc2c(c1)C(C(C)C)N(CC2)C,0
zoliflodacin,squalamine,C[C@H]1O[C@@H](C)[C@H]2N(C1)c1c(CC32C(=O)NC(=O)NC3=O)cc2c(c1F)onc2N1[C@@H](C)COC1=O,NCCCCNCCCN[C@H]1CC[C@]2([C@H](C1)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CC[C@H](C(C)C)OS(=O)(=O)O)C)C)O)C,0
quisqualate,imidaprilat,OC(=O)[C@H](Cn1oc(=O)[nH]c1=O)N,C[C@@H](C(=O)N1C(=O)N(C[C@H]1C(=O)O)C)N[C@H](C(=O)O)CCc1ccccc1,0
MLS1547,"d[Pen<sup>1</sup>,Tyr(Me)<sup>2</sup>]AVP",Clc1cc(CN2CCN(CC2)c2ccccn2)c(c2c1cccn2)O,COc1ccc(cc1)CC1NC(=O)CC(C)(C)SSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)Cc1ccccc1)CCC(=O)N)CC(=O)N)C(=O)N1CCCC1C(=O)NC(C(=O)NCC(=O)N)CCCN=C(N)N,1
GPI-1046,compound 29b [PMID: 20809633],CCC(C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1)(C)C,C#Cc1cc(F)cc(c1)N1CCCc2c(C1)nc(o2)c1ccccn1,0
oleuropein,benzoquinone,OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@H](/C/2=C\C)CC(=O)OCCc2ccc(c(c2)O)O)C(=O)OC)[C@@H]([C@H]([C@@H]1O)O)O,O=C1C=CC(=O)C=C1,0
SCH 37370,TIP39-(3-39) (human/bovine),Clc1ccc2c(c1)CCc1c(C2=C2CCN(CC2)C(=O)C)nccc1,CSCC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,0
